Unit	F	f_deepseek_neg	score_deepseek_neg	f_deepseek_pos	score_deepseek_pos	f_gpt_neg	score_gpt_neg	f_gpt_pos	score_gpt_pos	f_hum_neg	score_hum_neg	f_hum_pos	score_hum_pos
效果	236	8	-6.4364	10	-4.8349	83	18.582	67	9.9812	36	-3.5594	32	-4.7718
床垫	236	41	1.4942	51	4.2711	85	19.7682	40	1.475	9	-17.6801	10	-16.8268
卫生	236	12	-4.3232	28	-0.35	19	-1.6843	57	5.9931	91	5.7436	29	-5.8281
应该	235	12	-4.2844	4	-8.7794	0	-13.5921	7	-6.7323	75	2.1153	137	27.0391
半夜	234	60	6.8358	25	-0.6118	53	4.9565	32	0.4583	52	-0.6778	12	-14.9904
打扫	234	38	1.0624	25	-0.6118	37	1.1149	51	4.1556	52	-0.6778	31	-4.9807
放	234	66	9.2383	77	15.5424	29	-0.271	16	-2.5365	25	-7.2996	21	-9.2444
作为	234	18	-2.14	22	-1.0295	91	23.8254	56	5.7679	23	-8.2214	24	-7.7693
门口	233	24	-0.8906	37	1.1561	18	-1.8514	19	-1.7006	46	-1.363	89	5.4208
总体	233	0	-14.0863	7	-6.4246	1	-11.9424	11	-4.4173	40	-2.4414	174	56.7614
那个	232	72	12.1637	44	2.5564	5	-7.8504	4	-8.8702	64	0.7586	43	-1.8218
一次	230	37	1.002	23	-0.8082	26	-0.4688	46	2.9582	59	0.4018	39	-2.5331
要求	230	33	0.5263	14	-2.928	6	-7.0093	10	-4.7833	108	12.6298	59	0.3984
进去	229	40	1.5035	23	-0.7923	57	6.6676	39	1.4797	49	-0.8625	21	-8.8287
坏	228	79	16.2583	2	-10.3871	64	9.6225	2	-10.6427	67	1.2088	14	-12.9291
舒适	227	0	-13.7235	34	0.8451	6	-6.8692	111	39.3768	9	-16.722	67	1.2362
被子	226	57	6.279	28	-0.2634	61	8.4874	5	-7.7378	59	0.4702	16	-11.4151
很大	226	4	-8.8874	17	-1.9033	28	-0.2707	7	-6.3191	55	-0.3167	115	16.557
楼下	225	25	-0.6327	39	1.7056	23	-0.7444	68	11.4645	27	-5.8189	43	-1.5612
空间	225	4	-8.8344	25	-0.4975	38	1.4938	119	46.7254	13	-13.3223	26	-6.231
几乎	224	8	-5.8883	18	-1.6084	99	31.1822	50	4.3663	30	-4.6716	19	-9.4692
窗帘	224	33	0.6099	45	3.1217	81	19.0035	43	2.4585	12	-13.9611	10	-15.5722
地毯	223	46	3.0142	22	-0.8385	38	1.547	6	-6.8518	84	4.907	27	-5.6961
床单	223	47	3.277	23	-0.7004	61	8.7307	30	0.409	50	-0.6232	12	-13.8846
实在	223	11	-4.2686	2	-10.1178	2	-10.1693	4	-8.4079	131	26.3787	73	2.3555
该	223	11	-4.2686	9	-4.8286	3	-9.1337	17	-1.9414	82	4.3733	101	10.6824
大床	222	20	-1.3673	2	-10.064	0	-12.84	0	-13.0519	92	7.4672	108	13.8819
怎么	221	39	1.541	12	-3.3766	18	-1.5592	16	-2.16	107	13.6145	29	-4.8349
过程	219	3	-9.4387	6	-6.4547	47	3.8741	150	80.7015	8	-16.7693	5	-19.8253
两个	219	43	2.4378	38	1.6824	4	-8.0236	16	-2.104	61	0.7973	57	0.4502
看着	216	39	1.6843	44	3.1968	61	9.324	38	1.651	23	-6.8233	11	-13.9453
附近	215	11	-3.9557	40	2.2331	6	-6.3128	39	1.8817	47	-0.7295	72	2.6063
…	215	4	-8.3067	4	-7.7777	86	23.5521	7	-5.8202	79	4.2267	35	-2.7422
...	215	0	-12.9978	0	-12.3818	0	-12.4351	0	-12.6403	132	29.243	83	5.3109
进门	214	18	-1.6128	28	0.3831	53	6.1809	89	25.3119	18	-9.1407	8	-16.257
小时	214	62	9.2339	25	-0.3748	10	-4.0167	0	-12.5815	74	3.1	43	-1.1893
按	213	43	2.6709	24	-0.4546	84	22.539	9	-4.601	33	-3.1351	20	-8.0211
周边	212	12	-3.4195	47	4.275	4	-7.6735	90	26.3704	28	-4.5882	31	-3.6496
细节	212	7	-5.9507	57	7.9801	44	3.3389	68	12.8178	3	-21.3891	33	-3.0934
后来	212	15	-2.362	5	-6.841	17	-1.5761	19	-1.2223	106	14.6872	50	-0.4177
有人	211	33	0.8268	13	-2.6738	68	13.2469	46	3.8187	32	-3.2977	19	-8.3678
建议	211	6	-6.5626	11	-3.4334	0	-12.2037	2	-9.7084	102	12.9648	90	8.0148
久	210	11	-3.7633	5	-6.7458	150	85.7968	9	-4.4787	27	-4.807	8	-15.8285
标准	208	8	-5.1723	14	-2.2564	5	-6.6928	3	-8.5306	73	3.2736	105	14.8893
不算	207	2	-9.8084	10	-3.7201	19	-1.0537	133	66.3693	12	-12.2784	31	-3.3675
之后	207	35	1.2097	15	-1.9363	24	-0.3965	58	8.5171	41	-1.2446	34	-2.5891
毛巾	206	39	2.0026	37	1.8715	16	-1.67	5	-6.7575	77	4.4252	32	-3.0399
商务	205	6	-6.2731	10	-3.6459	27	0.3862	30	0.6491	43	-0.9159	89	8.3837
差点	204	71	14.8156	15	-1.8557	53	6.8885	27	0.3633	19	-7.7707	19	-7.7879
刷	202	33	1.0095	18	-1.1216	51	6.246	81	21.8936	17	-8.6595	2	-21.5907
较	200	0	-12.0908	0	-11.5177	11	-3.0773	6	-5.7755	47	-0.4205	136	37.1023
分钟	200	0	-12.0908	0	-11.5177	1	-10.0976	2	-9.1066	97	12.4797	100	13.8775
10	200	0	-12.0908	0	-11.5177	0	-11.5673	0	-11.7582	99	13.4214	101	14.3691
听	199	40	2.4929	43	3.708	38	2.3121	29	0.6271	29	-3.4807	20	-6.8971
安排	197	29	0.5789	22	-0.4631	23	-0.3769	39	2.5224	37	-1.5314	47	-0.373
预定	197	6	-5.8903	1	-9.8834	0	-11.3938	0	-11.5818	118	24.8863	72	3.8184
8	197	0	-11.9094	0	-11.3449	0	-11.3938	0	-11.5818	78	5.5293	119	25.5126
近	196	11	-3.2382	7	-4.8051	10	-3.3466	12	-2.6722	89	9.6048	67	2.7138
2008	196	0	-11.8489	0	-11.2873	0	-11.3359	0	-11.523	42	-0.7904	154	55.5052
一股	195	62	11.0899	8	-4.2183	61	11.3474	1	-9.9977	57	1.0654	6	-16.0859
陈旧	195	8	-4.6048	2	-8.6179	7	-4.7976	0	-11.4642	133	36.5685	45	-0.4842
晚	195	17	-1.3747	11	-2.8779	32	1.1974	75	19.0792	36	-1.6318	24	-4.9131
枕头	195	41	2.9201	59	10.4153	37	2.2211	29	0.6926	15	-9.1889	14	-9.8157
房卡	195	26	0.3229	22	-0.4389	78	21.4464	6	-5.5455	50	0.3873	13	-10.4564
行	194	13	-2.4347	6	-5.3216	13	-2.1785	109	46.299	24	-4.8316	29	-3.2083
第一次	193	11	-3.1286	15	-1.5709	27	0.5365	32	1.1752	56	1.0072	52	0.5793
只	192	54	7.6583	18	-0.9253	10	-3.2021	2	-8.6705	68	3.216	40	-0.9235
地理位置	192	1	-10.1346	4	-6.6435	3	-7.5294	9	-3.761	44	-0.5035	131	36.0124
竟然	191	13	-2.3388	10	-3.1378	1	-9.5962	0	-11.229	135	39.81	32	-2.2856
可	190	23	-0.3884	19	-0.7322	16	-1.286	5	-5.9871	60	1.7109	67	3.1092
说话	190	12	-2.6458	8	-4.0178	68	15.8305	71	17.3064	25	-4.2088	6	-15.5357
或	189	13	-2.2756	7	-4.5091	32	1.3516	80	23.4423	22	-5.2586	35	-1.5847
噪音	187	29	0.7475	7	-4.4253	48	6.1453	51	7.17	39	-0.9	13	-9.7075
躺	187	23	-0.3549	47	5.8043	28	0.7553	82	25.257	2	-19.7802	5	-16.2136
窗外	185	21	-0.5284	38	2.9168	27	0.6604	58	10.6063	15	-8.3034	26	-3.5806
豪华	184	5	-5.9456	4	-6.2542	0	-10.6418	12	-2.2857	53	0.9339	110	23.128
异味	182	3	-7.4354	25	0.4866	35	2.2247	68	16.6082	37	-1.0132	14	-8.6351
声	182	50	6.7999	22	-0.2988	71	18.8787	17	-0.9781	14	-8.6183	8	-12.8673
打车	182	6	-5.1837	14	-1.543	1	-9.0958	59	11.4489	26	-3.3908	76	6.4427
您	182	7	-4.588	29	1.0212	0	-10.5261	0	-10.6998	5	-15.6328	141	49.5402
打开	181	58	10.5805	13	-1.7837	35	2.2632	11	-2.5343	43	-0.3763	21	-5.1031
速度	181	4	-6.5411	14	-1.5176	34	2.022	53	8.5777	16	-7.4105	60	2.168
楼	181	16	-1.2592	3	-6.9282	6	-4.7812	0	-10.641	74	5.8903	82	8.834
喜欢	181	1	-9.4942	45	5.4533	1	-9.0403	11	-2.5343	22	-4.6972	101	18.2821
看起来	180	7	-4.4997	3	-6.8776	81	26.3322	65	15.0661	14	-8.4396	10	-11.0915
出行	180	0	-10.8815	24	0.412	16	-1.0669	98	40.1018	13	-9.0436	29	-2.4617
不要	180	11	-2.666	13	-1.7562	1	-8.9847	1	-9.1492	125	35.6714	29	-2.4617
6	180	0	-10.8815	0	-10.3657	0	-10.4104	0	-10.5822	97	16.2499	83	9.3922
的话	179	8	-3.9263	4	-6.0124	3	-6.8657	7	-4.2444	51	0.8541	106	21.8643
不用	178	1	-9.3198	78	24.5824	1	-8.8737	63	14.1548	14	-8.2617	21	-4.8894
自然	178	3	-7.2215	20	-0.4348	2	-7.7554	139	87.5944	5	-15.1872	9	-11.6478
与	177	8	-3.8432	4	-5.9161	16	-1.0046	1	-8.9799	71	5.3315	77	7.405
地	177	44	4.8453	43	4.9728	1	-8.8182	10	-2.7736	35	-1.1393	44	0.2883
一家	177	7	-4.3678	34	2.1964	2	-7.7023	11	-2.4022	57	1.825	66	3.8441
WiFi	176	3	-7.1148	0	-10.1353	144	96.9774	27	0.7736	2	-18.4749	0	-21.7342
经常	176	4	-6.2859	2	-7.6094	123	68.7211	7	-4.1177	18	-6.0134	22	-4.3681
孩子	176	38	2.9722	47	6.6212	18	-0.6588	37	2.8954	11	-9.972	25	-3.3526
预订	175	57	10.729	18	-0.6316	17	-0.7918	1	-8.867	44	0.3209	38	-0.6964
坐	175	35	2.2208	24	0.4767	23	0.3698	25	0.5379	33	-1.3917	35	-1.0783
热情	175	2	-8.0147	15	-1.1453	1	-8.7073	27	0.7932	19	-5.4883	111	26.4439
这点	175	9	-3.2931	20	-0.3985	0	-10.1211	107	50.4612	12	-9.2132	27	-2.718
设备	174	10	-2.836	7	-3.8882	66	16.8719	21	-0.3339	28	-2.3975	42	-0.3308
反应	174	21	-0.3853	4	-5.7719	100	44.3635	28	0.9653	10	-10.4804	11	-9.7976
站	174	38	3.0696	22	0.3028	57	11.5667	8	-3.5284	22	-4.2219	27	-2.6643
倒	174	63	14.16	9	-2.9475	13	-1.6135	14	-1.4293	31	-1.7249	44	0.3343
唯一	174	24	0.3875	13	-1.5944	0	-10.0633	26	0.6758	59	2.3856	52	1.1484
吗	173	56	10.4363	3	-6.5242	6	-4.4322	0	-10.1706	80	9.1749	28	-2.3556
大家	172	3	-6.9019	4	-5.6761	1	-8.541	4	-5.8462	94	16.3021	66	4.276
出门	172	10	-2.7637	30	1.4655	10	-2.5069	56	10.993	16	-6.6609	50	0.9535
几次	170	23	0.3455	4	-5.5804	91	37.0407	4	-5.7482	18	-5.5504	30	-1.7623
清洁	169	26	0.6864	3	-6.3232	72	21.7754	38	3.5481	15	-6.9281	15	-6.9427
灯	169	27	0.8255	24	0.5651	46	6.7073	48	7.3837	14	-7.4712	10	-10.008
车	169	17	-0.8144	17	-0.6757	19	-0.4351	20	-0.3674	50	1.0648	46	0.5966
这么	169	20	-0.4212	24	0.5651	5	-4.873	1	-8.5288	85	12.1261	34	-1.0272
整洁	169	0	-10.2164	10	-2.3837	1	-8.3748	108	53.7184	5	-14.1887	45	0.5054
希望	169	3	-6.7426	14	-1.2252	0	-9.7741	1	-8.5288	60	2.9427	91	15.2425
温度	166	27	0.8905	29	1.4417	50	8.8161	34	2.5173	14	-7.2115	12	-8.3964
插座	166	23	0.3934	15	-0.9535	85	32.7588	20	-0.3336	16	-6.172	7	-12.036
进	166	29	1.2293	14	-1.156	31	1.8582	30	1.5528	45	0.5789	17	-5.7093
真是	166	12	-1.8753	6	-4.1012	24	0.6029	0	-9.759	91	15.9222	33	-1.0751
却	165	33	2.1269	17	-0.6107	12	-1.6424	0	-9.7002	71	6.6804	32	-1.1962
楼层	165	36	2.9334	19	-0.3778	15	-0.9469	4	-5.5042	41	0.2883	50	1.2136
洗	165	72	21.4707	20	-0.2898	32	2.1379	1	-8.3036	22	-3.6346	18	-5.1849
城市	164	10	-2.4797	52	10.0977	4	-5.328	54	10.8421	18	-5.0975	26	-2.3981
空气	162	28	1.1562	23	0.5558	68	20.1824	15	-0.9376	11	-8.6434	17	-5.3991
有些	162	0	-9.7932	6	-3.932	21	0.3379	2	-7.0487	36	-0.5818	97	20.5679
店	162	21	-0.2569	37	3.7812	25	0.8155	12	-1.6306	40	-0.2686	27	-2.0523
门	162	42	5.1355	14	-1.0663	36	3.4193	2	-7.0487	42	0.4085	26	-2.2948
7	162	0	-9.7932	0	-9.329	0	-9.3692	0	-9.5238	75	8.6789	87	14.5188
告知	161	26	0.8479	4	-5.153	25	0.8366	0	-9.465	76	9.2645	30	-1.3881
便宜	161	6	-4.2229	12	-1.5153	26	0.9981	2	-6.9951	58	3.039	57	2.785
饭店	161	0	-9.7327	1	-7.8942	0	-9.3113	0	-9.465	75	8.8285	85	13.6391
工作人员	159	10	-2.3069	18	-0.4053	11	-1.7622	54	11.4367	36	-0.513	30	-1.3103
一天	159	10	-2.3069	30	1.8983	4	-5.0905	23	0.5546	45	0.7709	47	1.0182
床上	158	35	2.9909	37	4.0172	9	-2.4107	46	7.4639	23	-2.8898	8	-10.3942
完	158	50	9.0216	25	0.9165	19	-0.307	25	0.8494	26	-2.0857	13	-7.0881
老	158	12	-1.6388	24	0.7614	12	-1.4531	3	-5.9364	55	2.5353	52	1.8918
跑	157	43	5.9138	30	1.9735	23	0.6291	25	0.8715	22	-3.1371	14	-6.4584
另外	156	6	-3.9998	0	-8.9834	1	-7.6561	1	-7.7978	65	5.5934	83	13.5865
工作	155	11	-1.8431	13	-1.1217	27	1.3453	44	6.8244	22	-3.0166	38	-0.2865
澡	155	38	4.1405	29	1.8057	52	11.065	18	-0.3933	11	-7.9923	7	-10.8852
情况	155	4	-5.229	2	-6.5059	24	0.8104	37	4.0272	46	1.0346	42	0.5595
写	155	45	6.9457	27	1.3635	31	2.2869	14	-0.9814	18	-4.4386	20	-3.6908
房间内	154	8	-2.9195	5	-4.1706	36	3.8753	33	2.7914	34	-0.5932	38	-0.2713
少	154	10	-2.1379	3	-5.5755	26	1.1776	6	-3.7287	43	0.6933	66	6.1711
而	154	15	-0.8588	36	3.9104	2	-6.488	1	-7.6855	43	0.6933	57	3.3172
为	154	16	-0.6934	19	-0.2605	1	-7.5458	0	-9.0534	40	0.4098	78	11.3715
顺畅	153	0	-9.249	4	-4.7771	28	1.6235	120	76.1379	0	-18.8731	1	-17.1831
还会	153	0	-9.249	9	-2.2206	17	-0.4437	14	-0.9383	4	-13.4294	109	32.7746
每次	153	48	8.5534	23	0.7149	15	-0.7151	5	-4.2652	18	-4.2957	44	0.8368
它	153	39	4.6371	37	4.3308	4	-4.8075	3	-5.6826	44	0.8414	26	-1.8521
简单	152	3	-5.8477	20	0.3697	9	-2.2085	68	21.6982	25	-2.0292	27	-1.592
还要	151	10	-2.0384	9	-2.1546	39	5.1982	4	-4.829	64	5.8205	25	-1.9873
凌晨	151	35	3.3687	23	0.7549	35	3.7098	12	-1.3331	38	0.318	8	-9.687
状态	151	6	-3.7791	3	-5.4273	32	2.7508	105	57.7933	4	-13.2053	1	-16.9417
并	151	8	-2.8038	32	2.779	3	-5.459	0	-8.877	44	0.9095	64	5.8058
及时	150	2	-6.6319	5	-3.995	43	7.0048	59	15.724	10	-8.1669	31	-0.8438
清楚	150	13	-1.1714	7	-2.9395	75	28.136	20	0.3585	25	-1.9312	10	-8.1816
主动	150	4	-4.9814	55	13.5481	6	-3.4591	16	-0.5573	24	-2.175	45	1.0798
吃饭	150	7	-3.2208	7	-2.9395	2	-6.2785	35	3.6407	43	0.8163	56	3.3775
-	150	11	-1.6907	14	-0.8157	0	-8.675	5	-4.13	40	0.4959	80	13.2005
提前	149	35	3.484	37	4.5976	19	0.3055	12	-1.2814	26	-1.6611	20	-3.302
拖	149	20	0.324	10	-1.7551	64	19.6796	45	7.849	8	-9.4707	2	-15.3049
经理	149	23	0.6612	9	-2.0891	2	-6.2262	0	-8.7594	85	16.3384	30	-0.9524
质量	148	4	-4.8829	11	-1.4354	26	1.352	53	12.2735	24	-2.0728	30	-0.9195
确实	148	11	-1.631	10	-1.7253	4	-4.5736	22	0.6164	23	-2.3301	78	12.5315
一些	148	4	-4.8829	1	-7.1805	4	-4.5736	28	1.7212	32	-0.6579	79	13.0718
啥	148	19	-0.2688	24	0.9848	26	1.352	46	8.4434	25	-1.8352	8	-9.3862
每天	147	12	-1.3326	41	6.4096	3	-5.2611	41	6.1879	15	-5.1374	35	-0.3567
够	146	3	-5.5353	24	1.0354	40	6.0078	29	2.0451	9	-8.457	41	0.7001
白天	145	4	-4.7356	8	-2.3291	44	7.9593	66	21.5963	10	-7.6979	13	-5.9731
几个	145	39	5.225	8	-2.3291	13	-0.9128	0	-8.5242	51	2.4985	34	-0.3967
下午	145	25	1.0724	35	4.1158	3	-5.1625	1	-7.1814	49	2.0503	32	-0.5838
浴缸	145	29	1.9374	34	3.757	0	-8.3858	1	-7.1814	36	0.2839	45	1.2917
星	145	0	-8.7653	0	-8.3499	0	-8.3858	0	-8.5242	91	21.3926	54	3.2502
选	144	5	-4.0404	51	11.9494	34	3.7848	23	0.8455	11	-6.9893	20	-2.989
拖鞋	143	36	4.2115	28	2.0187	19	0.3765	13	-0.9181	28	-1.0475	19	-3.2577
不够	143	7	-2.937	0	-8.2347	64	20.8365	2	-6.0353	31	-0.6386	39	0.5692
容易	143	0	-8.6444	8	-2.2599	65	21.601	42	6.9978	5	-11.3406	23	-2.0746
周围	143	8	-2.5014	13	-0.8583	2	-5.9133	25	1.2335	33	-0.4375	62	6.0484
然后	143	32	2.8635	16	-0.4131	5	-3.7171	2	-6.0353	69	8.9913	19	-3.2577
简直	142	28	1.81	36	4.7001	0	-8.2123	0	-8.3478	63	6.5784	15	-4.7608
充电	141	18	-0.2754	33	3.6496	58	16.8458	15	-0.5482	11	-6.7204	6	-10.2568
下来	140	20	0.4431	18	0.3232	18	0.3167	51	12.1711	19	-3.0577	14	-5.0656
间	140	9	-2.0156	5	-3.5622	6	-3.0525	0	-8.2302	53	3.4096	67	8.5491
找到	140	25	1.2157	13	-0.7972	22	0.823	20	0.4994	37	0.4554	23	-1.9224
钱	140	30	2.4242	11	-1.2255	7	-2.5854	1	-6.9019	65	7.6846	26	-1.2831
:	140	0	-8.463	0	-8.0619	0	-8.0966	0	-8.2302	73	11.5035	67	8.5491
洗完	139	20	0.4583	30	2.7715	52	13.1902	27	1.819	5	-10.9081	5	-10.924
喝	139	43	7.5429	56	15.8867	7	-2.5483	11	-1.2712	10	-7.142	12	-5.9956
解决	138	12	-1.1003	4	-4.0845	26	1.69	41	7.0002	33	-0.339	22	-2.0698
出	137	27	1.7618	31	3.2004	7	-2.4746	7	-2.5558	37	0.5272	28	-0.8484
飞机	137	8	-2.281	15	-0.4458	11	-1.1641	10	-1.4863	77	14.3937	16	-3.9634
无	137	16	-0.4185	11	-1.15	30	2.8479	4	-4.1675	58	5.3239	18	-3.2142
不想	137	11	-1.3166	30	2.8755	27	1.9813	27	1.8987	33	-0.321	9	-7.6093
风格	137	1	-6.9499	27	2.0032	5	-3.4589	63	20.9454	5	-10.6926	36	0.4316
住宿	136	3	-5.0191	22	0.9309	4	-4.0197	52	13.3699	29	-0.6822	26	-1.1265
放松	136	4	-4.298	14	-0.5618	3	-4.7216	106	66.8435	2	-13.7602	7	-8.9347
呢	136	21	0.6374	3	-4.6935	0	-7.8652	1	-6.6787	79	15.8625	32	-0.3813
．	136	0	-8.2212	0	-7.8315	0	-7.8652	0	-7.9951	58	5.4437	78	15.2164
合理	135	0	-8.1607	15	-0.4176	9	-1.6659	76	32.6373	5	-10.4774	30	-0.5452
贵	135	5	-3.6303	5	-3.3495	1	-6.5014	5	-3.4668	55	4.5106	64	7.9986
解释	134	17	-0.2823	3	-4.5967	72	29.6338	10	-1.4008	30	-0.5175	2	-13.5429
没什么	134	2	-5.7582	10	-1.3272	15	-0.4113	26	1.7658	35	0.4137	46	2.0862
睡觉	134	14	-0.6352	8	-1.956	22	0.9682	37	5.5417	36	0.5048	17	-3.3715
上网	134	1	-6.7777	0	-7.7163	2	-5.4465	2	-5.56	34	0.3339	95	28.4048
内	134	6	-3.0494	10	-1.3272	3	-4.6243	9	-1.7006	45	1.8776	61	6.8603
)	134	0	-8.1003	0	-7.7163	0	-7.7496	0	-7.8775	76	14.5082	58	5.6766
效率	132	4	-4.1057	4	-3.8125	56	17.0276	51	13.3396	10	-6.5037	7	-8.531
一会儿	132	28	2.2382	12	-0.8198	42	8.3057	39	6.6251	7	-8.5171	4	-11.1074
系统	132	41	7.2817	11	-1.0284	58	18.4904	11	-1.0918	4	-11.0919	7	-8.531
反馈	132	2	-5.6497	2	-5.3143	35	5.0038	5	-3.3369	8	-7.7937	80	17.557
好像	131	19	0.4682	5	-3.1812	12	-0.8101	2	-5.4023	45	2.0664	48	2.7871
床头	131	38	5.9699	40	7.4356	34	4.6688	4	-3.8889	13	-4.8134	2	-13.1917
热	131	11	-1.1558	28	2.5626	24	1.47	17	0.305	29	-0.5477	22	-1.7167
不行	131	30	2.8887	9	-1.5295	25	1.7092	5	-3.2938	45	2.0664	17	-3.1716
硬件	131	2	-5.5956	4	-3.7674	2	-5.2917	0	-7.7011	45	2.0664	78	16.5061
值得	131	1	-6.6057	18	0.4429	3	-4.4788	3	-4.5823	26	-0.9395	80	17.8404
安心	130	3	-4.7124	21	0.9035	26	2.0096	77	35.1836	1	-14.395	2	-13.0747
刚	130	12	-0.9089	17	0.3479	25	1.748	26	1.9282	20	-2.1647	30	-0.4282
踩	129	40	7.0998	30	3.3267	26	2.053	29	2.856	2	-12.9416	2	-12.9578
才能	129	25	1.5877	6	-2.5981	37	6.1365	0	-7.5835	36	0.6414	25	-1.0332
那天	129	7	-2.3895	32	4.0584	6	-2.619	51	13.8106	12	-5.1423	21	-1.8577
房价	129	6	-2.8416	1	-6.143	0	-7.4604	1	-6.289	60	7.186	61	7.6076
流程	128	2	-5.4334	0	-7.3708	55	17.041	69	28.1475	2	-12.8249	0	-15.8059
买	128	13	-0.6815	20	0.7802	4	-3.6571	40	7.5145	26	-0.8376	25	-0.9964
管理	128	12	-0.8634	4	-3.6329	8	-1.7779	33	4.3547	42	1.6171	29	-0.4773
升级	128	10	-1.3302	18	0.4901	4	-3.6571	14	-0.4747	13	-4.5756	69	11.787
阿姨	128	28	2.4324	58	19.3698	2	-5.1373	12	-0.7895	15	-3.7098	13	-4.5859
水果	128	15	-0.4036	29	3.0434	0	-7.4025	3	-4.4346	15	-3.7098	66	10.1797
全是	127	57	17.8789	10	-1.1425	27	2.4341	6	-2.6207	22	-1.5212	5	-9.636
失望	127	5	-3.2731	6	-2.5215	17	0.3808	6	-2.6207	73	14.3858	20	-2.0091
所谓	127	65	24.2371	2	-5.0582	5	-3.0369	0	-7.4659	35	0.5878	20	-2.0091
听到	126	20	0.6981	17	0.402	21	0.9947	18	0.4829	26	-0.7728	24	-1.0906
帮忙	126	8	-1.8923	39	7.4467	6	-2.5035	42	8.7907	15	-3.5673	16	-3.1973
一张	126	31	3.5279	38	6.9445	0	-7.2868	0	-7.4071	42	1.7327	15	-3.5764
沟通	125	9	-1.5291	3	-4.1644	39	7.5045	44	10.043	22	-1.43	8	-7.1315
洗澡水	125	9	-1.5291	17	0.4166	30	3.5454	43	9.469	15	-3.4967	11	-5.3366
其实	125	12	-0.7971	4	-3.4991	24	1.6913	13	-0.5639	36	0.7703	36	0.7663
上海	125	0	-7.5561	1	-5.9256	2	-4.9833	11	-0.9234	45	2.489	66	10.7738
你们	125	18	0.4463	12	-0.6789	0	-7.229	0	-7.3483	86	24.3622	9	-6.4859
赶	124	5	-3.1411	13	-0.506	16	0.3171	54	16.7678	29	-0.3856	7	-7.7322
行政	124	19	0.5929	17	0.4316	0	-7.1712	0	-7.2895	20	-1.845	68	12.0954
低	123	12	-0.7541	5	-2.8501	49	13.7098	8	-1.6808	32	0.3944	17	-2.6582
睡眠	123	7	-2.1641	21	1.0934	36	6.2226	52	15.5137	3	-11.1082	4	-10.1169
椅子	123	22	1.1321	6	-2.3699	71	31.9267	6	-2.4645	13	-4.1862	5	-9.2108
前	123	22	1.1321	22	1.3058	8	-1.6191	3	-4.1899	38	1.1454	30	-0.2904
四星	123	1	-6.1481	0	-7.0828	1	-5.8456	0	-7.2307	72	14.7731	49	3.797
不如	123	15	-0.3355	0	-7.0828	12	-0.6503	0	-7.2307	67	11.7673	29	-0.3674
天	123	9	-1.4676	3	-4.0691	0	-7.1133	0	-7.2307	76	17.4344	35	0.7066
掉	122	33	4.5819	7	-1.9232	41	8.917	7	-2.0081	25	-0.785	9	-6.2104
家	122	4	-3.6314	27	2.7181	3	-4.0462	14	-0.386	39	1.3687	35	0.7401
停车场	122	26	2.1458	9	-1.2721	40	8.3654	1	-5.9004	20	-1.7428	26	-0.6544
过来	122	15	-0.3227	17	0.463	12	-0.6314	27	2.5978	29	-0.3451	22	-1.3028
评价	122	4	-3.6314	8	-1.5722	17	0.4552	6	-2.4258	43	2.2166	44	2.4557
考虑	122	4	-3.6314	5	-2.8093	3	-4.0462	17	0.426	38	1.1917	55	6.0911
除了	122	3	-4.3075	11	-0.8018	0	-7.0555	1	-5.9004	72	15.0347	35	0.7401
由于	122	1	-6.091	1	-5.7628	0	-7.0555	0	-7.1719	53	5.3177	67	11.9685
实际	121	32	4.2555	2	-4.7524	36	6.414	13	-0.4961	30	0.2776	8	-6.7503
普通	121	19	0.6542	7	-1.8891	11	-0.791	26	2.3417	28	-0.4098	30	0.2757
正常	120	7	-2.0538	0	-6.9101	56	19.4009	40	8.4085	13	-3.9571	4	-9.7887
走路	120	11	-0.8826	13	-0.4431	29	3.5023	38	7.3467	5	-8.8799	24	-0.87
接受	120	9	-1.377	4	-3.2783	6	-2.2765	51	15.346	22	-1.2126	28	-0.3906
一间	120	11	-0.8826	5	-2.728	3	-3.9509	0	-7.0543	71	14.918	30	0.2931
将	120	8	-1.6897	5	-2.728	15	0.2702	3	-4.044	44	2.6203	45	2.8833
那么	120	4	-3.5377	10	-0.9684	2	-4.7276	3	-4.044	53	5.5774	48	3.7827
反复	119	21	1.0531	5	-2.6875	84	47.7631	3	-3.9956	5	-8.7745	1	-13.0908
偏	119	6	-2.4365	6	-2.2208	15	0.2814	56	19.3039	19	-1.8395	17	-2.413
桌子	119	12	-0.6714	5	-2.6875	42	9.8717	32	4.6335	20	-1.5938	8	-6.561
所有	119	16	0.3168	28	3.2322	1	-5.6278	4	-3.3417	50	4.58	20	-1.5995
回	119	21	1.0531	15	0.2869	6	-2.2392	24	1.8644	32	0.4894	21	-1.3766
现在	119	13	-0.5156	11	-0.7385	1	-5.6278	2	-4.776	49	4.2312	43	2.4307
遥控器	118	22	1.2952	5	-2.6472	75	37.7893	2	-4.7241	11	-4.739	3	-10.5587
信息	118	11	-0.8362	6	-2.1839	72	34.596	10	-0.977	12	-4.2537	7	-7.1411
确认	118	17	0.44	16	0.4049	36	6.7124	2	-4.7241	33	0.627	14	-3.4024
最好	118	0	-7.133	13	-0.4132	0	-6.8241	0	-6.9368	18	-2.0537	87	28.1166
(	118	0	-7.133	0	-6.7949	0	-6.8241	0	-6.9368	61	9.5432	57	7.5663
