Unit	F	f_deepseek_neg	score_deepseek_neg	f_deepseek_pos	score_deepseek_pos	f_gpt_neg	score_gpt_neg	f_gpt_pos	score_gpt_pos	f_hum_neg	score_hum_neg	f_hum_pos	score_hum_pos
定园	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
城区	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
交界处	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
五年	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
茂名	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
解放路	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
很素	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
有红	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
种颜色	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
全棉	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
多加件	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
苏秀	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
泰城	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
数首	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
屈一值	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
直灌	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
旅伴	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
上网卡	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
502	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
打点滴	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
棉球	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
热热	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
异地	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
孤独	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
IPTV	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
VOD	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
忘不了	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
平平	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
回京	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
脚链	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
但暇	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
掩玉	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
借此	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
适于	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
已较	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
既想	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
莫属	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
官房	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
花园别墅	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
海龟	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
挂帅	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
中外	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
互动	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
英国	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
羡慕	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
绝无仅有	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
基督徒	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
知名品牌	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
毫无疑问	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
新会	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
离墙	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
屯河	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
尽心	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
最赞	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
创旁	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
607	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
民族村	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
海埂	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
滇池	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
潮汐	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
公安厅	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
温婉	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
普宁寺	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
江水	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
近临	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
富春江	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
九月份	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
简但	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
西环	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
电车	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
Ramada	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
一非	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
包被	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
须付	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
有放	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
样品	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
老鼠屎	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
上点	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
Mordern	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
媲美	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
威尼斯	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
太糟	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
锯	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
偶住	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
豪大间	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
转世	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
极近	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
大米	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
届时	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
五月	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
东南亚	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
诚挚	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
来店	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
卖场	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
首场	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
醉醺醺	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
升为	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
市民	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
有吃有喝	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
县级	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
健美操	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
新加	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
窃喜	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
特征	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
走入	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
免收	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
之余到	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
选该	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
改换	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
衣宵	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
服务牌	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
餐品	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
报歉	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
多款	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
开会讨论	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
该处	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
楼好	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
网好	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
裤档	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
三根	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
烟才	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
地角	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
荘	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
区位	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
水帘	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
别有情趣	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
靠虑	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
锦绣	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
不加	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
诱人	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
城近	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
温特莱	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
236	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
急待	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
泉	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
水仙花	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
同感	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
人南	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
南二环	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
KrisFlyer	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
1320	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
换气扇	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
登门	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
煤	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
有件事	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
假币	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
翻动	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
再接再厉	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
烟鬼	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
外企	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
请多设	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
加付	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
We	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
are	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
non	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
smokers	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
it	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
about	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
time	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
that	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
respect	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
us	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
to	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
have	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
freedom	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
freshair	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
BAN	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
Smokers	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
or	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
counter	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
please	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
Thank	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
不许	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
服从	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
二手烟	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
兴安县	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
乐满地	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
去游	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
博览	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
连卡佛	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
烟瘾	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
浴墙	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
拉帘式	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
雨景	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
不香	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
Shopping	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
无非	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
人行天桥	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
伐善	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
吃喝	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
东边	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
前门大街	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
重建	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
向南	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
店街	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
望前	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
排气管	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
废气	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
美心	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
存包	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
当大	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
心地	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
开箱	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
装袋	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
之举	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
不免	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
业务知识	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
边陲	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
澡盆	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
夜色	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
贵妃	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
囬	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
肆佰	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
真得值	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
改水单	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
改过来	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
NO	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
设法	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
竭诚	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
谭家菜	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
马术	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
简要	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
指明	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
公交路线	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
忠心	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
迄今为止	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
无伤大雅	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
灰常灰常	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
粉粉	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
投身	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
稍小些	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
倒算	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
NA	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
飘柔	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
房床	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
五四	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
百货公司	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
草率	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
坐车到	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
饮食店	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
尝一尝	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
川菜馆	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
双份	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
诸多不便	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
五十多	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
那钱	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
别具一格	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
风尚	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
女工	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
略感	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
因离店	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
房中	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
事隔	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
令人兴奋	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
不订	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
还算个	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
蛛网	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
石雕	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
总类	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
单够	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
新一佳	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
警卫	1	0	-0.0604	0	-0.0576	0	-0.0578	0	-0.0588	0	-0.1233	1	0.6065
